country,date,value
WORLD,01/01/2019,0.835127
WORLD,01/01/2019,14.0955
WORLD,01/01/2019,31.7323
WORLD,01/01/2019,1.3868
WORLD,01/01/2019,33.8013
WORLD,01/01/2019,17.5625
WORLD,02/01/2019,0.95045
WORLD,02/01/2019,14.5652
WORLD,02/01/2019,33.2341
WORLD,02/01/2019,1.47326
WORLD,02/01/2019,35.619
WORLD,02/01/2019,18.0048
WORLD,03/01/2019,0.98544
WORLD,03/01/2019,17.6538
WORLD,03/01/2019,34.549
WORLD,03/01/2019,1.51583
WORLD,03/01/2019,37.354
WORLD,03/01/2019,17.7674
WORLD,04/01/2019,0.975921
WORLD,04/01/2019,17.7789
WORLD,04/01/2019,34.4951
WORLD,04/01/2019,1.54247
WORLD,04/01/2019,37.6697
WORLD,04/01/2019,17.5904
WORLD,05/01/2019,0.901385
WORLD,05/01/2019,15.7385
WORLD,05/01/2019,34.1931
WORLD,05/01/2019,1.58223
WORLD,05/01/2019,36.8046
WORLD,05/01/2019,17.0204
WORLD,06/01/2019,0.899242
WORLD,06/01/2019,12.4779
WORLD,06/01/2019,33.2595
WORLD,06/01/2019,1.6148
WORLD,06/01/2019,36.1817
WORLD,06/01/2019,16.7968
WORLD,07/01/2019,0.937239
WORLD,07/01/2019,17.1699
WORLD,07/01/2019,33.898
WORLD,07/01/2019,1.53195
WORLD,07/01/2019,36.64
WORLD,07/01/2019,16.9532
WORLD,08/01/2019,0.941956
WORLD,08/01/2019,18.7322
WORLD,08/01/2019,34.1371
WORLD,08/01/2019,1.45802
WORLD,08/01/2019,37.4878
WORLD,08/01/2019,17.0976
WORLD,09/01/2019,0.927853
WORLD,09/01/2019,18.9182
WORLD,09/01/2019,34.5385
WORLD,09/01/2019,1.48502
WORLD,09/01/2019,37.8452
WORLD,09/01/2019,17.9192
WORLD,10/01/2019,1.00777
WORLD,10/01/2019,19.1025
WORLD,10/01/2019,35.2342
WORLD,10/01/2019,1.5937
WORLD,10/01/2019,39.2237
WORLD,10/01/2019,18.6122
WORLD,11/01/2019,0.802209
WORLD,11/01/2019,18.7929
WORLD,11/01/2019,35.7309
WORLD,11/01/2019,1.42895
WORLD,11/01/2019,39.3819
WORLD,11/01/2019,18.3096
WORLD,12/01/2019,0.86234
WORLD,12/01/2019,16.5949
WORLD,12/01/2019,34.1072
WORLD,12/01/2019,1.54044
WORLD,12/01/2019,37.7961
WORLD,12/01/2019,17.5741
WORLD,13/01/2019,0.834674
WORLD,13/01/2019,13.1734
WORLD,13/01/2019,32.7511
WORLD,13/01/2019,1.53967
WORLD,13/01/2019,35.6116
WORLD,13/01/2019,16.7735
WORLD,14/01/2019,0.922524
WORLD,14/01/2019,18.3323
WORLD,14/01/2019,34.6463
WORLD,14/01/2019,1.48954
WORLD,14/01/2019,37.7515
WORLD,14/01/2019,16.8501
WORLD,15/01/2019,0.927393
WORLD,15/01/2019,19.4491
WORLD,15/01/2019,34.884
WORLD,15/01/2019,1.41659
WORLD,15/01/2019,38.8907
WORLD,15/01/2019,17.5737
WORLD,16/01/2019,0.803863
WORLD,16/01/2019,19.7076
WORLD,16/01/2019,35.5202
WORLD,16/01/2019,1.26879
WORLD,16/01/2019,39.0833
WORLD,16/01/2019,17.5364
WORLD,17/01/2019,0.950525
WORLD,17/01/2019,19.4483
WORLD,17/01/2019,35.4358
WORLD,17/01/2019,1.45441
WORLD,17/01/2019,39.2513
WORLD,17/01/2019,17.2413
WORLD,18/01/2019,0.967451
WORLD,18/01/2019,19.1927
WORLD,18/01/2019,35.9191
WORLD,18/01/2019,1.49981
WORLD,18/01/2019,39.2703
WORLD,18/01/2019,17.404
WORLD,19/01/2019,0.858668
WORLD,19/01/2019,17.3182
WORLD,19/01/2019,34.1891
WORLD,19/01/2019,1.55273
WORLD,19/01/2019,37.524
WORLD,19/01/2019,17.6635
WORLD,20/01/2019,0.803219
WORLD,20/01/2019,14.7574
WORLD,20/01/2019,33.2613
WORLD,20/01/2019,1.53365
WORLD,20/01/2019,36.3591
WORLD,20/01/2019,18.3774
WORLD,21/01/2019,0.902752
WORLD,21/01/2019,17.6656
WORLD,21/01/2019,34.3137
