country,year,temp_c,base,anom
Somalia,1901,26.891666666666666,27.2078431372549,-0.3161764705882355
Somalia,1902,26.95,27.2078431372549,-0.25784313725490193
Somalia,1903,26.95,27.2078431372549,-0.25784313725490193
Somalia,1904,26.825000000000003,27.2078431372549,-0.3828431372548984
Somalia,1905,26.858333333333334,27.2078431372549,-0.34950980392156694
Somalia,1906,26.84166666666667,27.2078431372549,-0.36617647058823266
Somalia,1907,26.8,27.2078431372549,-0.4078431372549005
Somalia,1908,26.933333333333334,27.2078431372549,-0.27450980392156765
Somalia,1909,26.691666666666666,27.2078431372549,-0.5161764705882348
Somalia,1910,26.816666666666666,27.2078431372549,-0.3911764705882348
Somalia,1911,26.349999999999998,27.2078431372549,-0.8578431372549034
Somalia,1912,26.075,27.2078431372549,-1.132843137254902
Somalia,1913,26.400000000000002,27.2078431372549,-0.8078431372548991
Somalia,1914,26.791666666666668,27.2078431372549,-0.41617647058823337
Somalia,1915,26.683333333333334,27.2078431372549,-0.5245098039215677
Somalia,1916,26.625,27.2078431372549,-0.5828431372549012
Somalia,1917,26.683333333333334,27.2078431372549,-0.5245098039215677
Somalia,1918,26.708333333333332,27.2078431372549,-0.4995098039215691
Somalia,1919,26.708333333333332,27.2078431372549,-0.4995098039215691
Somalia,1920,26.7,27.2078431372549,-0.5078431372549019
Somalia,1921,27.11666666666667,27.2078431372549,-0.09117647058823053
Somalia,1922,27.433333333333334,27.2078431372549,0.22549019607843235
Somalia,1923,26.883333333333336,27.2078431372549,-0.3245098039215648
Somalia,1924,27.84166666666667,27.2078431372549,0.6338235294117673
Somalia,1925,27.349999999999998,27.2078431372549,0.14215686274509665
Somalia,1926,27.133333333333336,27.2078431372549,-0.07450980392156481
Somalia,1927,27.083333333333332,27.2078431372549,-0.12450980392156907
Somalia,1928,27.53333333333333,27.2078431372549,0.3254901960784302
Somalia,1929,26.724999999999998,27.2078431372549,-0.48284313725490335
Somalia,1930,26.358333333333334,27.2078431372549,-0.8495098039215669
Somalia,1931,27.150000000000002,27.2078431372549,-0.05784313725489909
Somalia,1932,26.825,27.2078431372549,-0.38284313725490193
Somalia,1933,26.991666666666664,27.2078431372549,-0.21617647058823763
Somalia,1934,26.916666666666668,27.2078431372549,-0.29117647058823337
Somalia,1935,26.858333333333334,27.2078431372549,-0.34950980392156694
Somalia,1936,26.808333333333334,27.2078431372549,-0.39950980392156765
Somalia,1937,27.233333333333334,27.2078431372549,0.02549019607843306
Somalia,1938,26.84166666666667,27.2078431372549,-0.36617647058823266
Somalia,1939,27.191666666666666,27.2078431372549,-0.016176470588234793
Somalia,1940,27.308333333333334,27.2078431372549,0.10049019607843235
Somalia,1941,27.175,27.2078431372549,-0.03284313725490051
Somalia,1942,27.075000000000003,27.2078431372549,-0.13284313725489838
Somalia,1943,27.108333333333334,27.2078431372549,-0.09950980392156694
Somalia,1944,27.266666666666666,27.2078431372549,0.0588235294117645
Somalia,1945,27.125,27.2078431372549,-0.08284313725490122
Somalia,1946,27.108333333333334,27.2078431372549,-0.09950980392156694
Somalia,1947,26.916666666666668,27.2078431372549,-0.29117647058823337
Somalia,1948,27.05,27.2078431372549,-0.1578431372549005
Somalia,1949,26.933333333333334,27.2078431372549,-0.27450980392156765
Somalia,1950,26.71666666666667,27.2078431372549,-0.49117647058823266
Somalia,1951,27.058333333333334,27.2078431372549,-0.14950980392156765
Somalia,1952,27.099999999999998,27.2078431372549,-0.10784313725490335
Somalia,1953,27.133333333333336,27.2078431372549,-0.07450980392156481
Somalia,1954,27.075,27.2078431372549,-0.13284313725490193
Somalia,1955,27.15833333333333,27.2078431372549,-0.049509803921569784
Somalia,1956,26.833333333333332,27.2078431372549,-0.3745098039215691
Somalia,1957,26.84166666666667,27.2078431372549,-0.36617647058823266
Somalia,1958,27.083333333333332,27.2078431372549,-0.12450980392156907
Somalia,1959,27.05,27.2078431372549,-0.1578431372549005
Somalia,1960,26.78333333333333,27.2078431372549,-0.4245098039215698
Somalia,1961,26.925,27.2078431372549,-0.2828431372549005
Somalia,1962,26.875,27.2078431372549,-0.3328431372549012
Somalia,1963,26.666666666666668,27.2078431372549,-0.5411764705882334
Somalia,1964,26.433333333333334,27.2078431372549,-0.7745098039215677
Somalia,1965,26.575,27.2078431372549,-0.6328431372549019
Somalia,1966,26.849999999999998,27.2078431372549,-0.35784313725490335
Somalia,1967,26.608333333333334,27.2078431372549,-0.5995098039215669
Somalia,1968,26.425,27.2078431372549,-0.7828431372549005
Somalia,1969,27.2,27.2078431372549,-0.007843137254901933
Somalia,1970,27.275000000000002,27.2078431372549,0.06715686274510091
Somalia,1971,26.75,27.2078431372549,-0.4578431372549012
Somalia,1972,26.983333333333334,27.2078431372549,-0.22450980392156694
Somalia,1973,27.183333333333334,27.2078431372549,-0.024509803921567652
Somalia,1974,26.825000000000003,27.2078431372549,-0.3828431372548984
Somalia,1975,26.825,27.2078431372549,-0.38284313725490193
Somalia,1976,27.025000000000002,27.2078431372549,-0.1828431372548991
Somalia,1977,26.983333333333334,27.2078431372549,-0.22450980392156694
Somalia,1978,27.03333333333333,27.2078431372549,-0.17450980392156978
Somalia,1979,26.983333333333334,27.2078431372549,-0.22450980392156694
Somalia,1980,27.21666666666667,27.2078431372549,0.008823529411767339
Somalia,1981,26.90833333333333,27.2078431372549,-0.2995098039215698
Somalia,1982,26.933333333333334,27.2078431372549,-0.27450980392156765
Somalia,1983,27.108333333333334,27.2078431372549,-0.09950980392156694
Somalia,1984,26.71666666666667,27.2078431372549,-0.49117647058823266
